Shimaore / Maore,Français
Suku,Jour
Suku mbili,Deux jours
Suku traru,Trois jours
Suku nne,Quatres jours
Suku tsano,Cinq jours
Suku sita,Six jours
Suku saba,Sept jours
Suku nane,Huit jours
Suku shendra,Neuf jours
Suku kumi,Dix jours
Leo suku ya u vumuzi,Aujourd'hui c'est un jour de repos
Ilazimu mutru a hoye na hazi nyengi zini,Il faut qu'on se repose de tout ce travail
Urendre jeje,Comment tu vas ?
Lala fetre,Dors bien
Tsa jiviwa,Je ne suis pas content
Tsi tukiwa,Je suis contrarié
Ufania suluhu,Réconcilier
Tsina hamo,J'ai de la peine
Ujividza,Faire plaisir
Nisurya,J'ai peur
Wami uriya mbua,Moi j'ai peur des chiens
Tsi changa swafi,J'ai vraiment peur
Uona,Voir
Mbani de amujudzani ?,Qui vous a informés ?
Mutsoshindra mutrihe drukuma lo ?,Vous pourrez porter cette responsabilité ?
Utso jua utrale neka utsaha,Tu peux t'enfuir si tu veux
Utria marashi trini,Tu as mis quoi comme parfum
Wami mutru baba,Je suis un homme
Mutru amolola ilazimu vuke mazahidi,Quand on se marie il faut qu'il y'ait des témoins
Waye munafiki,C'est un menteur
Tsina watru utsini na wami,J'ai deshommes en dessous de moi
Nitsaha Mungu ani swamihi,J'aimerais que Dieu me pardonne
Vwa watru wengi Mamoudzou,Il y'a beaucoup de gens à Mamoudzou
Nisumujudzani,Je vous informe
Ibrahima,Abraham!
Mbani de ahestishitru ini vanu ?,C'est qui qui a laissé sa ici ?
Mizi ya muri ule ipuha,Les racines de cet arbre se sont arrachées
Muri unu kausutowa marundra,Cet arbre ne donne pas de fruits
Endra renge soha uje,Va prendre une hache et viens
Ilazimu niukatre,Il faut que je le coupes
Namo ukutrua ritso para kuni nga,Si je le coupes on aura du bois au moins
Baridi tsiyo madza isu ja,L'hiver arrive bientôt
Li soha madza lihetsiwa miziju mwa yimiri. Kula muri kausudza  utsokatrwa ufanyiwe kuni,"La hache est laisée sur les racines des arbres, chauqe arbre qui ne donne pas de fruits sera coupé pour servir de fagots"
Mwanadamu ilazimu arahatse i roho yahe,L'être humain il faut qu'il purifie son cœur
Wamo fanya mbovu utsoiona,Si tu fais le mal tu le verras
Wamofanya ndjema utsoiona,Si tu fais le bien tu le verras
Fanya zo wavendza be utsoziliva,Fais ce que tu veux tu le payeras
Kavu shitru ndzangu duniani vanu,Il n y'a rien de facile dans cette vie mondaine
Iyo kondro ya koikila suku,C'est une bataille de tous les jours
Kula nafusi itso lauliya mauti,Tout âme goutera à la mort
Tsivu umuhono,Je me suis brûlé la main
Zima u moro,Éteins le feu
Asiki vera ya maji muhononi,Il tient un verre d'eau à la main
Asunua ya maji vole vole,Il boit l'eau tout doucement
Vera ile ipasuha,Le verre se cassa
Akatria muhono wa hume,Il se coupa à la main droite
Badi kayaka bole hanguvu,Mais ce n'était pas très grand
Ilazimu nendre lopitali,Il faut que j'aille à l'hôpital
Namunivinge lopitali,Emmenez moi à l'hôpital
Damu isu triha,Le sang est en train de couler
Renga shindra ubale ishondra,Prends un torchon et couvre la plaie
Tsi shanga mana watso tsaha wani sone muhono,J'ai peur car ils voudront me faire des points de suture sur la main
Nitso wahambia wani bamise,Je leur dirai de me faire évanouir
Baba ilazimu uje na wami,Père il faut que tu viennes avec moi
Uafnya jeje ta wakodza ?,Tu as fais comment pour te blesser ?
Nako nua maji vera i pasuha,Je buvais de l'eau et le verre s'est cassé
Tsi kodzo swafi iyo de i mana naja hunu,Je me suis fat très mal c'est pour cela que je suis venu ici
Wasu shange trongo zitso vira fetre,Ne t'inquiète pas les choses vont bien se passer
Ewa marahaba doktera,Oui merci docteur
Ilazimu riu bamise be kutsokia utungu,Il faut qu'onte fasse évanouir mais tu ne ressentiras pas la douleur
Mutru amohima hasubuhi usuaki,Quand on se lève le matin on se brosse les dents
Lera rako endra bahrini rako sika pwedza amwesa rako zi visa yo ujiva soifi,Quand on allait à la mer on attrapait les poulpes après on les faisait frire c'est très bon
Hale mutru akodya mavwer mana yaka mengi leo yasu kosa,Par le passé on mangeait des goyaves caril y'en avait beaucoup aujourdh'ui c'est raare d'en trouver
Mutru amopashia roplane umiya Mundu awasili vahali atsahao aendre salama salimina,Quand on prend l'avion on prie Dieu d'arriver à destination sain et sauf
Mwezi wa tsumu wamongia watru wana udzoyevu yaunua zzavu,Quand le mois de ramadan fait son apparition les gens ont l'habitude de boire de l'eau de coco
Uwo mwezi wa utrulivu na uka vumoja,C'est un mois de tranquilité et de vivre ensemble
Watru upiha kalte kalte za zahula,Les gens préparent toute sorte de nourriture
Watru udya vumoja,Les gens mangent ensemble
Kaya lazimu watru wadela amba uwo mwezi wa imbada be tsi mwezi wa udya,Il ne faut pas que les gens oublient que c'est un mois d'adoration et non un mois pour manger
Ilazimu mwezi uwo urivinge mtru harmoi i takwa yani uria Mungu,Il faut que ce mois nous ramène vers la taqwa c’est-à-dire la crainte de Dieu
Harmoi mwezi uwo wasi uendro zunguha trovi shtsahani,Durant ce mois on va chercher des bananes à la forêt
Woho voka mbu soifi,Là-bas il y'a des moustiques
Mutru shindroona komba tsena na landra,On peut voir également des makis et des hérissons
Nisunahanahale mahoco yakoriruma ranunue tibacou,Je me rappelle dans le passé les grand-mère nous envoyaient ahceter du tabac
Neka mutru asendra baharini mutru shindro para trondro zo udzama utsini na ya mawe,Si on va à la mer on peut trouver des bigorneaux ils se cachent en dessous des rochers
Marutri yo udya marango yakao malavuni,Les souris mangent les citrouilles qui sont à la campagne
Ile hale karakia ardwi ya dridrima ilazimu rishukuriye,Cela fait longtemps que nous n'avons pas entendu la terre trembler il faut qu'on soit reconnaissants
Mwanadamu udela haraka zi neema,L'homme oublie vite les bienfaits
Mwanadamu asu dziha wanyahe wala kasu renga mzingatro wa fikira,L'être humain enterre ses semblables et ne médite pas
Asu dzi dela nafusi yahe  adela amba suku itsoka de waye,Il oublie son âme il oublie qu'un jour ça sera lui
Tsina deni yapara ero alifu,J'ai une dette de mille euros
Tsi hale nitso tria maha arbayini,J'aurai bientôt quarante ans
Uhimi na bonera leo,Tu t'es réveillé de bonne heure aujourd'hui
Babaho asuhutsaha avasa vanu,Ton père te veut tout de suite
Bakoko wahoasu kodza ilazimu wandra mwangaye,Ton grand-père est malade il faut que tu ailles le voir
Hale mutru kadya balandzi,Sa fait longtemps qu'on a pas mangé de mandarine
Hale tsamuona bamuhe wangu sabu afetre ?,Sa fait longtemps que je n'ai pas vu mon beau-père est ce qu'il va bien ?
Baanda meso mutru kasu fanya hazi mutru atsopara ahoye,Après-demain on ne travaille pas on pourra se reposer
Hale wanatsa wako gandza bi,Par le passé les enfants jouaient aux billes
Wami uvendz range bile,J'aime bien la couleur bleue
Mutru amodya nyengi uka mboina,Quand on mange beaucoup on grossit
Namukaribu hunu maore,Bienvenue ici à Mayotte
Shitswa isuniodza,La tête me fait mal
Lera raka wtiti rakoendra choni,Quand on était petits on allait à l'écolec coranique
Rakodya madipe na dite,On mangeait du pain et du thé
Rakoshuka mtsangani rakopara madradraka,On descendait à la mer on trouvait des crabes
Nisu nahana tsika tsiono papa,Je me rappelle j'avais vu un requin
Malavuni tsena mutru akopara mafenesi na maframpe,À la campagne on trouvait également des jaques et des fruits à pain
Hale watru wakoendra ha mindru be leo Alhamdulilahi watru wasu vinga magari,Par le passé on allait à pied mais aujourd'hui on va en voiture
Vwa watru wakaona nyoha,Il y'a des gens qui avaient vu un serpent
Mutru para tsena nyombe zi tsunguwao malavuni,On trouve aussi des vaches qui sont elevés à la campagne
Leo i djimwa watru usali mkiri wa djimwa,Aujourdh'ui on eest vendredi on prie à la mosquée du vendredi
Kabula ya mutru ulagua ilazimu afikiri rabuzi iyo atso irongowao,Avant de parler il faut d'abord réfléchir à ce que l'on va dire
Neka kwa kwala kutsojua uendra,Si tu ne trébuches pas tu ne sauras marcher
Rangu hasubuhi nisu kohola tu,Depuis ce matin je n'arrête pas de tousser
Leo nitsaha nidye kuhu ya wohwa,Aujourd'hui j'aimerai manger un poulet grillé
Natsovendza ripare laka ramondroloa,J'aimerai bien qu'on trouve une pirogue pour lorsqu'on ira à la pêche
Wadjeni wawasili endra wakaribise,Les invités sont arrivés va les accueillir
Manatrini udzi fanyao mtoro ?,Pourquoi tu te comportes comme un sauvage ?
Tsa helewa ugauha mtsala usu kodza moi ?,Je n'ai pas compris tu es devenu maigre tu es malade ?
Ilazimu rihafikiane,Il faut qu'on se mette d'accord
Duniani vanu kula mtru adungu ndzi yahe,Dans ce monde chacun suit son chemin
Nyamba udza mtsangani,La tortue vient pondre sur la plage
Namodya tsi vendze na tria putu,Quand je mange je n'aime pas mettre du piment
Vwa watru walionao nyole bole vwa walionao nyole titi,Il y'a des gens qui ont de grands cheveux et d'autres qui ont des petits cheveux
Tsi hambiwa ni subiri be tsisu shindra,On m'a dit de patienter mais je n'y arrive pas
Waki uka harmoi shama ya bulu ya mindru,Je suis dans un club de foot
Nisuona mauri una maendreleyo shinamna,Je vois comme situ avais un comportement bizarre
Usendra gobo ?,Tu boites ?
Rongwa zi kweli wakotsaha tu shisa unilishe,Dis la vérité tu voulais juste un pretexte pour me  laisser
Vua isunya rangu hasubuhi vanu tsi bamia,Il pleut depuis ce matin là je m'abrite
Mutru fanyatrongo zahe hau taratibu,Il faut faire les choses avec délicatesse
Neka mutru kaji mutru dzisa wawo wajuao,Quand on ne sait pas on demande à ceux qui savent
Ile hale tsauhona uduha,Sa fait longtemps que je ne t'ai pas vu tu as vieilli
Tsichanga soifi,Je suis très inquiet
Kayalazimuy wadela vahali walawa,Il ne faut pas que tu oublies d'où tu viens
Uwo kadjerebu shitru kapara shitru,Celui qui ne tente rien n'a rien
Nisumu zunguha Faridi koi mmona ?,Je cherche Farid tu ne l'aurais pas vu ?
Alawa vondze akondro boi mbiyo,Il est sorti dehors pour aller courir
Nigodje vavo namu zunguhe,Attends moi ici je vais le chercher
Tsipaka wadzi lagudza amoja moimbie tu amba anihire,Ne te fatigues pas quand il sera là dit lui de m'appeler
Ilazimu na pare mutru ajohandrao anihandre be tsika tsi puliha,Il faut que je trouve quelqu'un qui sait masser pour me masser car j'étais tombé
Usu nahana trico ile nakau hazimayo utso jua uyi renge,Tute rappelles le t-shirt que je t'avais preté tu peux le prendre
Mbani de ajamba ?,C'est qui qui a pété ?
Usukia shitru niirongwao ?,Tu entends ce que je dis ?
Tsikura,Je suis rassasié
Ukubali shitru nairongwa vanu,Tu es d'accord avec ce que j'ai dit ici ?
Marashi yaho yasu nuka hauzuri,Ton parfum sent bon
Tsisu tsaha tsena wapatana na Abdou,Je ne souhaites plus que tu cotoies Abdou
Patsa umuenge be tsisuona shitru,Allume la lumière car je ne vois rien
Nguo zangu zi randruha,Mes vêtements sont déchirés
Manatrini wamu rema mwanamutsa ule ?,Pourquoi tu as frappé cet enfant ?
Wawe moina yatima ?,Tu es orphelin ?
Nambie vahali ra lazimu riparane,Dis moi làoù on doit se trouver
Utsini na hangu haduhuri,En bas de chez moi à midi
Nitsaha mwani saidie hazi,J'ai besoin que vous m'accordiez votre aide
Leo vanu kaisi ndzangu mtru upara hazi,Aujourdh'ui ce n'est pas facile de trouver du travail
Zitru za hali madukani,Les choses sont chères au magasin
Tsika tsi fanya acsida mha jana basi ta rava tsina zifeli,J'avais fait un accident l'année dernière et jusqu’à maintenant j'ai des séquelles
Vwa watru warongoao amba maesha ya hale de yaka boroi,Il y'a des gens qui disent que la vie d'antan était meilleure
Hale watru kawakana nyengi be wako vendzana,Avant les gens n'avaient pas beaucoup mais ils s'aimaient
Leo watru wana nyengi ba kawasina tsena nafasi,Aujourdh'ui les gens ont beaucoup mais n'ont plus le temps
Watru washapiha na li dunia,Les gens sont préoccupés  par ce bas monde
Lera raka watiti rakongadza madzamiano,Quand on était petits on jouait à cache cache
Mutru kako shapiha na trongo nyengi,On ne se souciait pas de grand-chose
Rako wanisa zo rakana,On partageait entre nous ce qu'on avait
Zama za hale watru wako bubuwa likoli,À l'époque on était frappé à l'école
Leo vanu mutru atsaha angie harmoi doimana ne zo tsi trongo shashi,Aujourdh'ui on veut entrer dans des responsabilités alors que ce n'est pas quelque chose de facile
Lera raka watiti rakohowa mroni,Quand on était petits on se baignaient à la rivière
Matso iyo kweli,Le mauvais œil est une vérité
Rema hisabu zaho,Fais tes comptes
Jana kara uona harmoi li trengwe,Hier on ne t'a pas vu lors de la réunion
Afa mwako tsaha munione rabuzi nga ?,Est-ce que vous vouliez me voir déjà ?
Mlima choungui woca chungi,Le mont Choungi se trouve à Choungui
Mwana paha mudu,Un chaton noir
Utso para marke zaho bila shaka,Tu auras ton argent sans aucun doute
Aka mauri shinyama,Il était comme un animal
Sabu umalidza shitru wako ifanya ?,Est-ce que tu as terminé ce que tu faisais ?
Uka ukodzo ?,Tu étais blessé ?
Babaho andre msafara atsoregeya lini ?,Ton père est parti en voyage il reviendra quand ?
Wa havi moi usu homoja,Où es tu tu tardes à venir
Nari walishe wawo na wawo,Laissons les entre eux
Shahula ihivu namuje mudye,La nourriture est prête venez manger
Waye endra woho kula suku,Il va là-bas chauqe jour
Meso mkini de katso para aja,C'est seulement demain peut-être qu'il ne pourra pas venir
Tsika soifi harmoi uziro ne a baki na wami,J'étais vraiment dans une difficulté mais il est resté avec moi
Mufumotsi iyo suku ya uvumuzi,Le samedi est un jour de repos
Madza aduha be shitswani hahe abaki mwanahirimu,Il est vieux mais danssa tête il est resté jeune
Mila zawo zashi upotevu,Leurs traditions sont corrompues
Mnatrini udzi songawo i roho yaho ?,Pourquoi est ce que tu te tourmentes le cœur ?
Iyo yalazimu idjiri itso djiri,Ce qui doit se passer se passera
Wawe uhambiwoi ufanye de zi sababu,Toi on t'a dit de faire les causes
Fanya tu djitihadi ukane na subira mana iyo muhimu,Fais juste des efforts et aies de la patience car c'est important
Fahamu uhiba zitru tsizaho mana  wana damu watso u hapiza,Fait attention à ne pas voler ce qui ne t'appartient pas car tu risques d'être maudit par les gens
Mengo isuni wawa,Le dos me démange
Likoli wanyu soma trini ?,À l'école vous étudiez quoi ?
Wasi soma trongo nyengi,Nous étudions beaucoup de choses
Ilazimu mutru atsimidze wahadi zahe,Il faut qu'on respecte ses engagements
Wasi piya ufanya mahosa,Nous faisons tous des erreurs
Ma shababi ya leo wana hadja yau volwa nasiha moni na maesha yawo,Les jeunes d'aujourdh'ui ont besoin qu'on leur donne des conseils dans leur vie
Mutru uvulisha watru wabole,Il faut écouter les grandes personnes
Mutru amo fanya dambi uendra toba,Quand on fait un péché on se repent
Mwanadamu ueshi mauri katso fa,L'homme vit comme s'il n'allait jamais mourir
Mwisoni ufa mauri kaparo heshi,À la fin il meurt comme s'il n'avait jamais vécu
Manatrini namo rongwa trongo kusuni vulishia ?,Pourquoi quand je dis quelque chose tu ne m'écoutes pas ?
Watru ilazimu wastehiyane,Il faut que les gens se respectent
Kula trongo ina wakati yayo,Chaque chose à son temps
Kula mutru atso vuna zo atabu,Chacun recoltera ce qu'il a semé
Tsi zunguha piya woho ta tsi shindri tsi para portablu yangu,J'ai cherché partout et j'ai réussi à trouver mon portable
Vanu kam trongo za mangavu tsisuhulaba,Actuellement les choses sont difficiles je ne vais pas te mentir
Meso tsitso para naja na wanyu,Demain je ne pourrai pas venir avec vous
Namukie mbeli risuja,Allez-y devant on arrive
Tsina ushangavu na wadzade wangu,Je suis inquiet pour mes parents
Upara permi yaho ?,Tu as ton permis ?
Kusina gari ?,Tu n'a pas de voiture ?
Wasu shange tsihale utso para ununue,Ne t'inquiètes pass tu pourras bientôt en acheter
Mungu kasoimihi mutru afa moni na ushirikina,Dieu ne pardonne pas celui qui est mort sur le polythéisme
Madhambi yangini tsi shirk waye ujoi uswamihi mutru neka mutru afu kandra toba,Les autres péchés il peut les pardonner si on est morts dessus sans s'être repentis
Voi trongo trini ? Usu kodza ?,Qu'est ce qu'il y'a tu es malade ?
Rangu jana tsa lala mwono usu niodza,Depuis hier je n'ai pas dormi la main me fait mal
Nesedzeye rona,Montre moi
Mutru asuona mauri uzimbi,On diraiit que c'est enflé
Mwili waho wa baridi sabu wafetre ?,Ton corps est tout froid est ce que ça va ?
Wasu shange iyo tsi shitru,Ne t'inquiètes pas ce n'est rien
Soimahani nisu zunguha la poste,Excusez-moi je cherche la poste
Nambie neka ya mbali,Dit moi si c'est loin
Kwaona shitru ile mutru abuao zi bouteyi ?,Tu n'as pas vu ce truc avec lequel on ouvre les bouteilles ?
Shahula ini isujiva mabni de akotria zi zana ?,Ce plat est bon qui a mit les ingrédients ?
Regeya suala laho mana tsa helewa,Répètes ta question car je na'i pas compris
Lagua ha utaratibu,Parle doucement
Ule mbani ?,Qui est ce ?
Ule mwanagu mutrumushe,C'est ma fille
Ritso fanya jeje ta riwasili hule ?,On fera comment pour arriver là-bas ?
Ri tara !,On est en retard !
Tsijoi tro amab karisi karibu na uwasili,Je sais bien qu'on est pas encore prêts d'y arriver
Nisu nahanaamab rika rirenge ndzia ini,Je me rappelles qu'on avait prit ce chemin
Ramo para mlima ule rika rendre humeni,Une fois qu'on arrive à cette montagne on était parti par la droite
Suku iyo voi mutru aka kesti pareni rako mudzisa i ndzia,Ce jour là il y'avait quelqu'un qui était assis sur la route on lui demandait le chemin
Aka nambia dzina lahe be tsili dela,Il m'avait dit son nom mais j'ai oublié
Ilazimu rionane meso koi dela sabu ?,Il faut qu'on se voit demain tu n'as pas oublié j'éspère ?
Usu fikiri amaba ritso hasili kabla ukuari ?,Tu penses qu'on arrivera avant la nuit ?
Tsi shindri u djibu neka utsaha zi kweli,Je ne peux pas te répondre si tu veux la vérité
Manatrini uvurao siga ?,Pourquoi est-ce que tu fumes ?
Kusukia baridi iliyo vanu ?,Tu ne sens pas le froid qu'il y'a ici ?
Sika rona shitru ini,Tiens moi ceci
Nazime telefoni yaho,Prêtes moi ton téléphone
Utso shindra unazime ero hamsini ?,Tu pourrais me prêter cinquante euros ?
Manatrini kusu ja na wasi ?,Pourquoi tu ne viens pas avec nous ?
Nisuona boroi nendre weke,Je préfère aller seul
Skari ya moni na bife lo,Le sucre est dans cet armoire
Tsisutsaha najua trongo,Je ne veux rien savoir
Vahali ri ketsio bahariya kamoin mbeli,Là où on habite la mer est juste devant
Vanu kamoin nisendra Makka,Là je vais à la Mecque
Nisu dungana na wandzani wangu,J'y vais avec mes amis
Ritsobaki mwezi kamili,On restera un mois entier
Ndziani woho ritso nunua zitru,Sur le chemin nous achèterons des choses
Wami nitsoendra de moihani inshAllah,Moi j'irai l'année prochaine Si Allah le veut
Ngunlidza marke zaho rangu havasa,Regroupe ton argent depuis maintenant
Wasushange na wami,Ne t'inquiètes pas pour moi
Manatrini udzitriao harmoi mahadisi yatru ?,Pourquoi tu te mets dans notre discussion ?
Manatrini uzaniwo na moina watru ?,Pourquoi est ce que tu forniques avec la fille d'autrui ?
Mbua nyeha,Chien errant
Upuliha votsi,Tomber par terre
Ushapiha na trongo kazahu pasa,S'occuper de ce qui ne te concerne pas
Wakura,"Ils furent rassasiés,"
Wawe mukiburifu,Tu es orgueilleux
Rangu hasubuhi de niugodjawo mana trini koija ?,C'est depuis le matin que je t'attends pourquoi tu n'es pas venu ?
Wawe dzi fanya tu mauri mwanamutsa,les enfants.
Usu fanya  hazi tu bure bure,Tu travailles pour rien
Ungaya hawani,Regarder en l'air
Kwapara shitru ?,Tu n'a rien eu ?
Manatrini udziodzao shitsoi ?,Pourquoitu te casses la tête ?
Wawe kam de nako utsaha,C'est toi que je voulais
Zuki wangu mtru baba ajo lola mfumo uwo ujao,Mon grand frère va se marier la semaine qui suit
Wadzade wangu walolana madza ina maha shirini,Mes parents se sont mariés sa fait déjà vingt ans
Mwana mutru baba wangu ahandrisa uendra,Mon petit garçon a commencé à marcher
Mwanangu mutru mushe asungia materneli mwahani,Ma fille entre à la maternelle l'année prochaine
Tsi renge aznma ya uvitsa wakati wengi zaidi na wana wangu,J'ai pris la femre décision de passer plus de temps avec mes enfants
Mushe wangu vanu amira tsi hale atsodza,Ma femme est enceinte et accouchera bientôt
Lera unono wahe utso rengeyao nitso pashiya na waye,Quand sa santé sera rétablie je voyagerai avec elle
Tsi hale nitso gaudza hazi mana nitso livoi zaidi ile pare nivinge hauzuri doimana zangu,Je vais bientôt changer de travail parceque je serai mieux payé et je pourrai ainsi porter mes responsabilités
Mwandzani wangu atolewa hazini leo,Mon ami a été viré du travail aujourdh'ui
Tsi handrisa ufundriha luha yangina,J'ai commencé à apprendre une nouvelle langue
Nisu zunguha mutru amo veleha wanawangu likoli na uwa renga,Je recherche quelqu'un qui pourra déposer mes enfants  à l'école et aller les récupérer
Suku zini tsa mlemevu soifi,Ces temps ci je suis fatigué
Madza ina lera vua inya,Sa fait déjà des heures qui'il pleut
Mume wangu anivingiya mafulera,Mon mari m'a apporté des fleurs
Tsiono mukakamba hasubuhi vanu,J'ai vu un arc-en-ciel ce matin
Dzitso ha dzitso dzinyo ha dzinyo,Œil pour œil dent pour dent
Kavu ata shitru yaudyia vanu ?,Il ny'a rien à manger icic ?
Jeje matso yaho sabu usuona hauzuri ?,Comment vont tes yeux est ce que tu vois bien ?
Soma uapre hazi upare maesha yaho,Étudies pour trouver du travail pour trouver ta vie
Ulatsiha harmoi mafikira,Être perdu dans ses pensées
Iyo kaitosho mutru ukana niya ndjema,Cela n'est pas suffisant d'avoir une bonne intention
Mana trini uni tambishao,Pourquoi est ce qe tu m'embêtes ?
Nisujua i shiyo ini hamo,Je connais ce livre par coeur
Mihono yaho isu dridrima,Tes mains tremblent
Lisha trongo zendre,Laisse faire les choses
Zitru wakoambianazo,Des choses qu'ils se disaient
Tsa harmoi umasikini,Je suis dans la misère
Kamusunahana wakati ule ?,Vous ne vous souvenez pas de cette époque ?
Hasera zimu renge,La colère l'a gagnée
iindadi,le nombre
Buriha!,Tais-toi!
Shitru ile nakomuambianiyo?,La chose que je vous parlais?
kakowafahamisha,il ne les instruisait pas
Umusomo usendra,Mes études avancent
Udzi rema mhono,Se branler
Manatrini utralawo ?,Pourquoi tu t'enfuies ?
Ana ankili tro,Il est malin
Hedza liji laho,Elèves ta voix
Mungu naubariki,Que Dieu te bénisse
Yunusa!,Jonas!
nyama-nyama,chair-chair
Udzijividza,Se fair plaisir
Nisuhuambia zangu nizifikirio,je te dis ce que je pense
Nari rongwe trongo zi liyo muhimu,Disons ce qui est important
Nitso uhira,Je t'appellerai
Tsisina marke,Je n'ai pas d'argent
Waye mutru muaminifu,C'est quelqu'un de confiance
Manatrini unidungao ?,Pourquoi tu me suis ?
Dipe,Du pain
Nitsohuva zitru zaho wasushange,Je te donnerai tes trucs ne t'inquiètes pas
Ciga,Cigarette
Ngano,Farine
Zalimeti,Allumette
Gashi,Pétrôle
Sindzano,Aiguille
La bouji,Une bougie
Bonbo,Des bonbons
Tsohole,Du riz
Bouteyi ya siro,Une bouteille de sirop
Nitsomueledzani,Je vous expliquerai
Puruku nyeha,Un cochon sauvage
Mbani de a menya i shombo ?,Qui a casséle coupe coupe ?
Tside wami,Ce n'est pas moi
De Amina !,C'est Amina !
Zo trambo de Madi !,C'est faux c'est Madi !
Amina ko !,Viens Amina !
Endra nunue madipe ya ero mbili,Va acheter des pains de deux euros
Mbani de akutrua trindri lini ?,C'est qui qui a coupé ce bananier ?
Mbuzi ya Said de yafanya shitru iyo,C'est la chèvre de Said qui a fait ça
Ahavi waye ?,Où est t'il ?
Asungadza bulu,Il joue au ballon
Endra muhire aje,Va l'appeler
Said ko usuhirwa !,Said viens on t'appelle !
Tsami !,Je suis là !
Nambie mbuziyaho de ya kutrua trindri lile ?,Dit moi c'est ta chèvre qui a cassé la bananier ?
Ahan de bulu ini,Non c'est ce ballon
Amina endra fue nguo zaho,Amina va laver tes vêttements
Sabuni ikomo nimbe marke na nunue dukani,Le savon est terminé donne moi de l'argent pour aller acheter en magasin
Bao asendra Sada,Bao va à Sada
Taksi isendra Sada,Le taxi va à Sada
Bao andre likoli akongadza bulu,Bao est allé à l'école et il jouait au ballon
Atambara i shio ya usoma na mtsuzi wa temate,Il a Sali le livre de lecture avec de la sauce tomate
Laka,Une pirogue
Manatrini usondzao shia yaho ?,Pourquoi tu suces ton pouce ?
Endra nunue maulo randra lue,Va acheter des hameçons pour qu'on aille pêcher
Ndzi,Une mouche
Hazi za ufanya,Du travail à faire
Masharuti,Les conditions
Tsa biro vanu,Je suis au bureau actuellement
Vua mutru dagoni ?,Y'a-t-il quelqu'un à la maison ?
Voi hazi za ufanya vanu ?,Y'a-t-il du travail à faire ici ?
Usuka,Tresser les cheveux
Shikombe ya dite,Une tasse de thé
Shikombe ya kafe,Une tasse de café
Trovi na fi,De la banane et du poisson
Sambusa,Des samossas
Labiera,De la bière
Ushi,De l'alcool
Sardini,De la sardine
Nanunue nyama,Je vais acheter de la viande
Nanunue fi,Je vais acheter du poisson
Nanunue kabwa,Je vais acheter des chaussures
Naposte barua,Je vais poste une lettre
Nakatre nyole,Je vais couper mes cheveux
Sirikali ya havi ?,Où se trouve la police ?
Wakati wajeje ?,Comment est le temps ?
Bakoko a jeje?,Coment se porte grand père ?
Maesha ya jeje ?,Comment est la vie ?
Tsisina ta shitru ya urongwa,Je n'ai rien à dire
Musujua vahanu rendrao ?,Vous savez où nous allons ?
Utsaha ujue vahanu nifanyao hazi ?,Tu veux savoir où je travaille ?
Nitsaha nijue vahanu aketsio,J'aimerai savoir où il habite
Nitsaha nijue dzina lahe swafi,J'aimerais connaître son nom exact
Tsitsojua na baki hunu,Je ne peux pas rester ici
Tszitsojua narenga furswa,Je ne peux rien décider
Tsitsojua nauhambiya shitru,Je ne peux rien te dire
Tsitsojua naja leo,Je ne peux pas venir aujourdh'ui
Tsina shida swafi,J'ai trop la flemme
Vwa hari swafi,Il fait trop chaud
Asulagua hanguvu swafi,Il parle beaucoup trop
Vwa makeme hanguvu swafi vanu,Il y'a beaucoup trop de bruits ici
Ritso regea ukuari ?,On sera de retour la nuit ?
Rangu wakati trini de mulio vanu ?,Depuis combien de temps êtes-vous ici ?
Nyumba ini isulaliwa ?,Cette maison est-elle habitée ?
Mbani de akodzao babaho au mayaho ?,C'est qui qui est malade ton père où ta mère ?
Usuzunguha trini ?,Tu cherches quoi ?
Trongo trini de yadjiri jana ukwari ?,Qu'est ce qui s'est passé hier soir ?
Trongo trini de ya djiri vanu ?,Qu'est ce qui s'est passé ici ?
Ilazimu ni fanye trini ?,Il faut que je fasse quoi ?
Waye afanya trini ?,Qu'est ce qu'il a fait ?
De wami be tsi waye,C'est moi ce n'est pas lui
Unu mwanangu,C'est mon enfant
Ini de shio ya upisi yangu,Ceci est mon livre de cuisine
Nguo zatru za hule,Nos vêtements sont là-bas
Mana trini ulaguao hanguvu ?,Pourquoi tu parles fort ?
Piya mfumo ule tsika mwade,Toute la semaine j'étais malade
Kayalazimu nalawa uku vanu,Je ne dois pas sortir ce soir
Wasi ungadza carata kula suku,Nous jouons aux cartes tous les jours
Asungalia watru wazinao,Il regarde des personnes qui dansent
Likwezi,Un épervier
Yamahwezi,Les éperviers
lilimbala,se tint debout
mafungu,gerbes
Mdarasine,Cannelle
Mako,Cuisinière
Nyungu,Une marmitte
Wakodzisana,Ils se demandèrent
Matasa,Poêles
Mho,Râpe-coco
Kostimu,Un costume
Shimizi,Une chemise
Surwali,Un pantalon
Nisutria kantshiri,Je mets un soutien gorge
Tria jipo yaho,Mets ta jupe
Nunua karavati na mukandra,Achètes une cravate et une ceinture
Tsilatsa i shifungo,J'ai perdu le bouton
Tsi latsa i shitamba,J'ai perdu letorchon
"Tsi latsishiwa na kavi, pere, linetti na kuku","J'ai perdu des boucles d'oreilles ,une bague, des lunettes et un bracelet"
Ni tsaha tele pia,J'aimerais une télé neuve
Dau la nyunyi,Un nid d'oiseau
Banga la wanatsa,La case pour les petits
Dalo,Un tapis
